,inputs,hisco_1,prob_1,desc_1,hisco_2,prob_2,desc_2,hisco_3,prob_3,desc_3,hisco_4,prob_4,desc_4,hisco_5,prob_5,desc_5
3311,ge/de[SEP]spulerinnen,17230.0,0.2718941,Dancer,,,No pred,,,No pred,,,No pred,,,No pred
3312,ge/de[SEP]kath. frater,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3313,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
3314,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3315,ge/de[SEP]wagnersehefrau,81925.0,0.9598086,Cartwright,,,No pred,,,No pred,,,No pred,,,No pred
3316,ge/de[SEP]rentnerin,-1.0,0.99875104,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3317,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3318,ge/de[SEP]kath. pater,14120.0,0.4851575,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
3319,ge/de[SEP]angestellten,-1.0,0.7527177,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3320,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
3321,ge/de[SEP]kfm. korrespondenten,53100.0,0.40252846,"Cook, Specialisation Unknown",39320.0,0.24907562,Correspondence Clerk,,,No pred,,,No pred,,,No pred
3322,ge/de[SEP]schneiderinnen,79100.0,0.9952135,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3323,ge/de[SEP]mechaniker,84900.0,0.4413025,"Machinery Fitter (except Electrical), Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3324,ge/de[SEP]gastund,51020.0,0.5205822,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
3325,ge/de[SEP]amtmann,20210.0,0.98208606,Government Administrator,,,No pred,,,No pred,,,No pred,,,No pred
3326,ge/de[SEP]schriftsetzer,92120.0,0.99599236,Hand Compositor,,,No pred,,,No pred,,,No pred,,,No pred
3327,ge/de[SEP]kfm. angestellten,53100.0,0.6451159,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3328,ge/de[SEP]kaufmannsfrau,41025.0,0.9970631,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3329,ge/de[SEP]obermullersehefrau,77120.0,0.9850521,Grain Miller,,,No pred,,,No pred,,,No pred,,,No pred
3330,ge/de[SEP]reichsbahnarbeiter,97415.0,0.9272126,Exacavator (Hand Tools),,,No pred,,,No pred,,,No pred,,,No pred
3331,ge/de[SEP]bahngehilfen,98990.0,0.80814177,Other Transport Equipment Operators,,,No pred,,,No pred,,,No pred,,,No pred
3332,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3333,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3334,ge/de[SEP]veterinargehilfen,6510.0,0.8280029,"Veterinarian, General",,,No pred,,,No pred,,,No pred,,,No pred
3335,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3336,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3337,ge/de[SEP]sager,73210.0,0.99278146,"Sawyer, General",,,No pred,,,No pred,,,No pred,,,No pred
3338,ge/de[SEP]getreideaufkaufer,58340.0,0.64057803,Other Military Ranks,45125.0,0.3638093,"Salesperson, Wholesale or Retail Trade",,,No pred,,,No pred,,,No pred
3339,ge/de[SEP]textilarbeiter,75000.0,0.9970988,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3340,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
3341,ge/de[SEP]holzdrahthobler,73100.0,0.48708156,"Wood Treater, Specialisation Unknown",16120.0,0.35155112,Sculptor,81230.0,0.22075614,Wood Turner,,,No pred,,,No pred
3342,ge/de[SEP]kath. pfarrer,14120.0,0.99907696,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
3343,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
3344,ge/de[SEP]inspektorsehefrau,22000.0,0.7676693,"Supervisor, Foreman or Inspector, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3345,ge/de[SEP]angestelltenehefrau,-1.0,0.80673695,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3346,ge/de[SEP]milchgeschaftsinhaberin,21110.0,0.78234434,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
3347,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3348,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3349,ge/de[SEP]invalidenrentner,-1.0,0.9912369,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3350,ge/de[SEP]kfm. angestellten,53100.0,0.6451159,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3351,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3352,ge/de[SEP]monteur,84900.0,0.47665492,"Machinery Fitter (except Electrical), Specialisation Unknown",84300.0,0.2888298,MotorVehicle Mechanics,84400.0,0.23790699,Aircraft Engine Mechanics,,,No pred,,,No pred
3353,ge/de[SEP]kath. kaplan,14120.0,0.9986656,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
3354,ge/de[SEP]buchdruckereibesitzer,21110.0,0.2224111,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
3355,ge/de[SEP]kath. benefiziaten,14120.0,0.72857463,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
3356,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
3357,ge/de[SEP]oberingenieur,2000.0,0.994379,"Engineer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3358,ge/de[SEP]landwirt und zimmermann,95410.0,0.9978763,"Carpenter, General",61110.0,0.988241,General Farmer,,,No pred,,,No pred,,,No pred
3359,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
3360,ge/de[SEP]hauptfeldwebelsehefrau,58320.0,0.46911252,Officer,,,No pred,,,No pred,,,No pred,,,No pred
3361,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
3362,ge/de[SEP]lagerarbeiter,97145.0,0.9945543,Warehouse Porter,,,No pred,,,No pred,,,No pred,,,No pred
3363,ge/de[SEP]zimmermannsehefrau,95410.0,0.99116474,"Carpenter, General",,,No pred,,,No pred,,,No pred,,,No pred
3364,ge/de[SEP]immobilienmakler,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3365,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3366,ge/de[SEP]majorsehefrau,58320.0,0.9985292,Officer,,,No pred,,,No pred,,,No pred,,,No pred
3367,ge/de[SEP]kaufmannsehefrau,41025.0,0.98996794,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3368,ge/de[SEP]kfm. angestellten,53100.0,0.6451159,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3369,ge/de[SEP]korbmacher,94220.0,0.9976597,Basket Maker,,,No pred,,,No pred,,,No pred,,,No pred
3370,ge/de[SEP]werkmeistersfrau,22610.0,0.99153227,"Production Supervisor or Foreman, General",,,No pred,,,No pred,,,No pred,,,No pred
3371,ge/de[SEP]schneider,79100.0,0.99778664,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3372,ge/de[SEP]schleifer,83540.0,0.7308477,Cutting Instruments Sharpener,,,No pred,,,No pred,,,No pred,,,No pred
3373,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3374,ge/de[SEP]sauglingspflegerin,7110.0,0.9938676,"Professional Nurse, General",,,No pred,,,No pred,,,No pred,,,No pred
3375,ge/de[SEP]ingenieur,2000.0,0.9964156,"Engineer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3376,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3377,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3378,ge/de[SEP]hawliener,61115.0,0.9420786,Small Subsistence Farmer (Husbandman),,,No pred,,,No pred,,,No pred,,,No pred
3379,ge/de[SEP]arbeiter,99900.0,0.9896986,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
3380,ge/de[SEP]ingenieur,2000.0,0.9964156,"Engineer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3381,ge/de[SEP]bauersfrau,61110.0,0.9993315,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3382,ge/de[SEP]gastwirt und metzger,77310.0,0.99746704,"Butcher, General",51020.0,0.99070907,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred
3383,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3384,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
3385,ge/de[SEP]ausgeher,22000.0,0.8707109,"Supervisor, Foreman or Inspector, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3386,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3387,ge/de[SEP]maschinisten,96910.0,0.9690369,"Stationary Engine Operator, General",,,No pred,,,No pred,,,No pred,,,No pred
3388,ge/de[SEP]stereotypeur,92320.0,0.23984309,Stereotyper,,,No pred,,,No pred,,,No pred,,,No pred
3389,ge/de[SEP]buchhalter und kassier,33110.0,0.99192846,"Bookkeeper, General",33135.0,0.98139405,"Cashier, Office or Cash Desk",,,No pred,,,No pred,,,No pred
3390,ge/de[SEP]gutler,61115.0,0.9948256,Small Subsistence Farmer (Husbandman),,,No pred,,,No pred,,,No pred,,,No pred
3391,ge/de[SEP]erbhofbauern,61110.0,0.9800309,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3392,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3393,ge/de[SEP]oberwerkfuhrer,22610.0,0.99706334,"Production Supervisor or Foreman, General",,,No pred,,,No pred,,,No pred,,,No pred
3394,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3395,ge/de[SEP]maler,93120.0,0.99980205,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
3396,ge/de[SEP]kassiererin,33135.0,0.9212974,"Cashier, Office or Cash Desk",,,No pred,,,No pred,,,No pred,,,No pred
3397,ge/de[SEP]kochin,53100.0,0.99824226,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3398,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3399,ge/de[SEP]oberwachtmeister,58220.0,0.96283305,Policeman and other Maintainers of Law and Order (except Military),,,No pred,,,No pred,,,No pred,,,No pred
3400,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
3401,ge/de[SEP]treppenbauer,13250.0,0.23764016,Fine Arts Teacher (Second Level),,,No pred,,,No pred,,,No pred,,,No pred
3402,ge/de[SEP]lackierersehefrau,89550.0,0.45779365,Ceramics SprayPainter,,,No pred,,,No pred,,,No pred,,,No pred
3403,ge/de[SEP]kunstgewerblerin,16130.0,0.77199775,"Painter, Artist",,,No pred,,,No pred,,,No pred,,,No pred
3404,ge/de[SEP]bildberichterstatter,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3405,ge/de[SEP]maurer und lanawirt,61110.0,0.975474,General Farmer,95120.0,0.9412597,Bricklayer (Construction),,,No pred,,,No pred,,,No pred
3406,ge/de[SEP]wagenmeister,81925.0,0.98427135,Cartwright,,,No pred,,,No pred,,,No pred,,,No pred
3407,ge/de[SEP]steinhauer,71220.0,0.99788755,Stone Splitter,,,No pred,,,No pred,,,No pred,,,No pred
3408,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
3409,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3410,ge/de[SEP]kraftfahrer,98500.0,0.992308,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
3411,ge/de[SEP]rechtsanwaltsehefrau,12910.0,0.36878526,"Jurist (except Lawyer, Judge or Solicitor)",12000.0,0.29857612,"Jurist, Specialization Unknown",,,No pred,,,No pred,,,No pred
3412,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3413,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3414,ge/de[SEP]buchhalterin,33110.0,0.99842477,"Bookkeeper, General",,,No pred,,,No pred,,,No pred,,,No pred
3415,ge/de[SEP]hilfsarbeitersehefrau,99910.0,0.8771388,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3416,ge/de[SEP]haustochter,54020.0,0.9836516,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
3417,ge/de[SEP]kramersehefrau,41030.0,0.48905239,Working Proprietor (Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3418,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3419,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3420,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3421,ge/de[SEP]kohlenhandler und fuhrunternehmer,41025.0,0.98765624,Working Proprietor (Wholesale or Retail Trade),21110.0,0.9846576,General Manager,,,No pred,,,No pred,,,No pred
3422,ge/de[SEP]kuchenhilfe,53190.0,0.8478045,Other Cooks,,,No pred,,,No pred,,,No pred,,,No pred
3423,ge/de[SEP]gartner,62700.0,0.9282653,Nursery Workers and Gardeners,,,No pred,,,No pred,,,No pred,,,No pred
3424,ge/de[SEP]friseurmeister,57025.0,0.998833,Women's or Men's Hairdresser,,,No pred,,,No pred,,,No pred,,,No pred
3425,ge/de[SEP]handelsvertreter,43200.0,0.8874012,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
3426,ge/de[SEP]kontoristin,39310.0,0.98769546,"Office Clerk, General",,,No pred,,,No pred,,,No pred,,,No pred
3427,ge/de[SEP]vertreter,43200.0,0.99490756,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
3428,ge/de[SEP]buchhalterin,33110.0,0.99842477,"Bookkeeper, General",,,No pred,,,No pred,,,No pred,,,No pred
3429,ge/de[SEP]ziegeleibesitzer,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3430,ge/de[SEP]versicherungsvertreter,39350.0,0.92729455,Insurance Clerk,44120.0,0.4215158,Insurance Salesman,,,No pred,,,No pred,,,No pred
3431,ge/de[SEP]laboranten,5400.0,0.6920467,"Life Science Technician, Specialisation Unknown",1400.0,0.49754462,"Physical Science Technician, Specialisation Unknown",,,No pred,,,No pred,,,No pred
3432,ge/de[SEP]justizinspektor,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3433,ge/de[SEP]backermeistersshefrau,77610.0,0.9692872,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
3434,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3435,ge/de[SEP]betriebsingenieur,2000.0,0.9888314,"Engineer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3436,ge/de[SEP]immobilienhandler,41025.0,0.9784918,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3437,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3438,ge/de[SEP]geschaftsinhaberin,21110.0,0.97917855,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
3439,ge/de[SEP]schreinermeister,81120.0,0.99954236,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3440,ge/de[SEP]kohlenhandler,41025.0,0.96916056,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3441,ge/de[SEP]oberinspektor,22000.0,0.8087552,"Supervisor, Foreman or Inspector, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3442,ge/de[SEP]ingenieur und chemiker,1110.0,0.9476852,"Chemist, General",2000.0,0.6797676,"Engineer, Specialisation Unknown",,,No pred,,,No pred,,,No pred
3443,ge/de[SEP]reichsbahnarbeiter,97415.0,0.9272126,Exacavator (Hand Tools),,,No pred,,,No pred,,,No pred,,,No pred
3444,ge/de[SEP]former,72500.0,0.9943355,"Metal Moulder or Coremaker, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3445,ge/de[SEP]vertreter,43200.0,0.99490756,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
3446,ge/de[SEP]einlegerin,77450.0,0.34106848,"Pickler, Food",,,No pred,,,No pred,,,No pred,,,No pred
3447,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
3448,ge/de[SEP]kunstmaler,16130.0,0.9846469,"Painter, Artist",,,No pred,,,No pred,,,No pred,,,No pred
3449,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
3450,ge/de[SEP]elektromechaniker,85110.0,0.5758749,"Electrical Fitter, General",,,No pred,,,No pred,,,No pred,,,No pred
3451,ge/de[SEP]verkaufer,45125.0,0.9953625,"Salesperson, Wholesale or Retail Trade",,,No pred,,,No pred,,,No pred,,,No pred
3452,ge/de[SEP]schneiderin,79100.0,0.9947996,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3453,ge/de[SEP]dentisten,6310.0,0.9850413,"Dentist, General",,,No pred,,,No pred,,,No pred,,,No pred
3454,ge/de[SEP]hausmeisterin,54020.0,0.5274125,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
3455,ge/de[SEP]ingenieur,2000.0,0.9964156,"Engineer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3456,ge/de[SEP]okonomieverwalter,21940.0,0.52111655,Administration Manager,,,No pred,,,No pred,,,No pred,,,No pred
3457,ge/de[SEP]stellwerkmeister,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3458,ge/de[SEP]elektrotechniker,3405.0,0.91059947,"Electrical Engineering Technician, General",,,No pred,,,No pred,,,No pred,,,No pred
3459,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3460,ge/de[SEP]friseuse,57025.0,0.9984841,Women's or Men's Hairdresser,,,No pred,,,No pred,,,No pred,,,No pred
3461,ge/de[SEP]graphiker,92415.0,0.2330948,Lithographer,,,No pred,,,No pred,,,No pred,,,No pred
3462,ge/de[SEP]bildhauer,16120.0,0.9989906,Sculptor,,,No pred,,,No pred,,,No pred,,,No pred
3463,ge/de[SEP]lokheizer,98330.0,0.9991518,Railway SteamEngine Fireman,,,No pred,,,No pred,,,No pred,,,No pred
3464,ge/de[SEP]bodenleger,37040.0,0.9887778,Messenger,,,No pred,,,No pred,,,No pred,,,No pred
3465,ge/de[SEP]fabrikarbeiterin,99930.0,0.9964371,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
3466,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3467,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3468,ge/de[SEP]mechanikersehefrau,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3469,ge/de[SEP]falzerin,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3470,ge/de[SEP]juwelenhandler,41025.0,0.9722837,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3471,ge/de[SEP]maler,93120.0,0.99980205,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
3472,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3473,ge/de[SEP]nachtwadtersehefrau,58940.0,0.957972,Watchman,,,No pred,,,No pred,,,No pred,,,No pred
3474,ge/de[SEP]kraftwagenfahrersehefrau,98500.0,0.88448,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
3475,ge/de[SEP]schmiedmeister und landwirt,83110.0,0.9987608,"Blacksmith, General",61110.0,0.98791295,General Farmer,,,No pred,,,No pred,,,No pred
3476,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3477,ge/de[SEP]malergehilfen,93120.0,0.99944097,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
3478,ge/de[SEP]spenglergehilfen,87310.0,0.90902245,"SheetMetal Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
3479,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3480,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3481,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
3482,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3483,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3484,ge/de[SEP]ewalidenrentner,31020.0,0.47309294,Tax Collector,-1.0,0.23830368,"Missing, no title",,,No pred,,,No pred,,,No pred
3485,ge/de[SEP]dienstknecht,54020.0,0.9933982,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
3486,ge/de[SEP]schuhmacher,80110.0,0.99635553,"Shoemaker, General",,,No pred,,,No pred,,,No pred,,,No pred
3487,ge/de[SEP]schneider,79100.0,0.99778664,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3488,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3489,ge/de[SEP]reichspostbediensteten,37000.0,0.75177425,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3490,ge/de[SEP]buchhalter,33110.0,0.99803025,"Bookkeeper, General",,,No pred,,,No pred,,,No pred,,,No pred
3491,ge/de[SEP]hausangestellte,54020.0,0.9995447,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
3492,ge/de[SEP]mechaniker,84900.0,0.4413025,"Machinery Fitter (except Electrical), Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3493,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
